equation_family,ref_model,outcome,model_group,model_type,description,variable,block,block_label,variable_role
choice,B_PROTECT_mask_when_pressure_high_ENGINES_REF,mask_when_pressure_high,B_PROTECT,ordinal,Mask use during high epidemic pressure (ref engines: LOBO/BIC-positive blocks only),friends_progressive_norms_nonvax_idx,norms_engine,Norms,predictor
choice,B_PROTECT_mask_when_pressure_high_ENGINES_REF,mask_when_pressure_high,B_PROTECT,ordinal,Mask use during high epidemic pressure (ref engines: LOBO/BIC-positive blocks only),colleagues_progressive_norms_nonvax_idx,norms_engine,Norms,predictor
choice,B_PROTECT_mask_when_pressure_high_ENGINES_REF,mask_when_pressure_high,B_PROTECT,ordinal,Mask use during high epidemic pressure (ref engines: LOBO/BIC-positive blocks only),social_norms_vax_avg,norms_engine,Norms,predictor
choice,B_PROTECT_mask_when_pressure_high_ENGINES_REF,mask_when_pressure_high,B_PROTECT,ordinal,Mask use during high epidemic pressure (ref engines: LOBO/BIC-positive blocks only),moral_progressive_orientation,moral_engine,Moral,predictor
choice,B_PROTECT_mask_when_pressure_high_ENGINES_REF,mask_when_pressure_high,B_PROTECT,ordinal,Mask use during high epidemic pressure (ref engines: LOBO/BIC-positive blocks only),mfq_agreement_binding_idx,moral_engine,Moral,predictor
choice,B_PROTECT_mask_when_pressure_high_ENGINES_REF,mask_when_pressure_high,B_PROTECT,ordinal,Mask use during high epidemic pressure (ref engines: LOBO/BIC-positive blocks only),mfq_relevance_binding_idx,moral_engine,Moral,predictor
choice,B_PROTECT_mask_when_pressure_high_ENGINES_REF,mask_when_pressure_high,B_PROTECT,ordinal,Mask use during high epidemic pressure (ref engines: LOBO/BIC-positive blocks only),M_religion_missing,missingness,Missingness,missingness_indicator
choice,B_PROTECT_mask_when_pressure_high_ENGINES_REF,mask_when_pressure_high,B_PROTECT,ordinal,Mask use during high epidemic pressure (ref engines: LOBO/BIC-positive blocks only),colleagues_progressive_norms_nonvax_idx_missing,missingness,Missingness,missingness_indicator
choice,B_PROTECT_mask_when_pressure_high_ENGINES_REF,mask_when_pressure_high,B_PROTECT,ordinal,Mask use during high epidemic pressure (ref engines: LOBO/BIC-positive blocks only),family_progressive_norms_nonvax_idx_missing,missingness,Missingness,missingness_indicator
choice,B_PROTECT_mask_when_pressure_high_ENGINES_REF,mask_when_pressure_high,B_PROTECT,ordinal,Mask use during high epidemic pressure (ref engines: LOBO/BIC-positive blocks only),friends_progressive_norms_nonvax_idx_missing,missingness,Missingness,missingness_indicator
choice,B_PROTECT_mask_when_pressure_high_ENGINES_REF,mask_when_pressure_high,B_PROTECT,ordinal,Mask use during high epidemic pressure (ref engines: LOBO/BIC-positive blocks only),group_trust_vax_missing,missingness,Missingness,missingness_indicator
choice,B_PROTECT_mask_when_pressure_high_ENGINES_REF,mask_when_pressure_high,B_PROTECT,ordinal,Mask use during high epidemic pressure (ref engines: LOBO/BIC-positive blocks only),income_ppp_norm_missing,missingness,Missingness,missingness_indicator
choice,B_PROTECT_mask_when_pressure_high_ENGINES_REF,mask_when_pressure_high,B_PROTECT,ordinal,Mask use during high epidemic pressure (ref engines: LOBO/BIC-positive blocks only),minority_missing,missingness,Missingness,missingness_indicator
choice,B_PROTECT_mask_when_pressure_high_ENGINES_REF,mask_when_pressure_high,B_PROTECT,ordinal,Mask use during high epidemic pressure (ref engines: LOBO/BIC-positive blocks only),severity_if_infected_avg_missing,missingness,Missingness,missingness_indicator
choice,B_PROTECT_mask_when_pressure_high_ENGINES_REF,mask_when_pressure_high,B_PROTECT,ordinal,Mask use during high epidemic pressure (ref engines: LOBO/BIC-positive blocks only),social_norms_vax_avg_missing,missingness,Missingness,missingness_indicator
choice,B_PROTECT_mask_when_pressure_high_ENGINES_REF,mask_when_pressure_high,B_PROTECT,ordinal,Mask use during high epidemic pressure (ref engines: LOBO/BIC-positive blocks only),country,controls_country,Country context (fixed effect),fixed_effect
choice,B_FLU_vaccinated_2023_2024_ENGINES_HABIT,flu_vaccinated_2023_2024,B_FLU,logit,Compressed ABM backbone for flu uptake (engines) + explicit inertia/state-dependence,age,controls_demography_SES,Controls,predictor
choice,B_FLU_vaccinated_2023_2024_ENGINES_HABIT,flu_vaccinated_2023_2024,B_FLU,logit,Compressed ABM backbone for flu uptake (engines) + explicit inertia/state-dependence,sex_female,controls_demography_SES,Controls,predictor
choice,B_FLU_vaccinated_2023_2024_ENGINES_HABIT,flu_vaccinated_2023_2024,B_FLU,logit,Compressed ABM backbone for flu uptake (engines) + explicit inertia/state-dependence,M_education,controls_demography_SES,Controls,predictor
choice,B_FLU_vaccinated_2023_2024_ENGINES_HABIT,flu_vaccinated_2023_2024,B_FLU,logit,Compressed ABM backbone for flu uptake (engines) + explicit inertia/state-dependence,income_ppp_norm,controls_demography_SES,Controls,predictor
choice,B_FLU_vaccinated_2023_2024_ENGINES_HABIT,flu_vaccinated_2023_2024,B_FLU,logit,Compressed ABM backbone for flu uptake (engines) + explicit inertia/state-dependence,minority,controls_demography_SES,Controls,predictor
choice,B_FLU_vaccinated_2023_2024_ENGINES_HABIT,flu_vaccinated_2023_2024,B_FLU,logit,Compressed ABM backbone for flu uptake (engines) + explicit inertia/state-dependence,M_religion,controls_demography_SES,Controls,predictor
choice,B_FLU_vaccinated_2023_2024_ENGINES_HABIT,flu_vaccinated_2023_2024,B_FLU,logit,Compressed ABM backbone for flu uptake (engines) + explicit inertia/state-dependence,flu_vaccinated_2022_2023,habit_engine,Habit,predictor
choice,B_FLU_vaccinated_2023_2024_ENGINES_HABIT,flu_vaccinated_2023_2024,B_FLU,logit,Compressed ABM backbone for flu uptake (engines) + explicit inertia/state-dependence,flu_vaccinated_2021_2022,habit_engine,Habit,predictor
choice,B_FLU_vaccinated_2023_2024_ENGINES_HABIT,flu_vaccinated_2023_2024,B_FLU,logit,Compressed ABM backbone for flu uptake (engines) + explicit inertia/state-dependence,flu_vaccinated_2020_2021,habit_engine,Habit,predictor
choice,B_FLU_vaccinated_2023_2024_ENGINES_HABIT,flu_vaccinated_2023_2024,B_FLU,logit,Compressed ABM backbone for flu uptake (engines) + explicit inertia/state-dependence,flu_vaccinated_pre_pandemic,habit_engine,Habit,predictor
choice,B_FLU_vaccinated_2023_2024_ENGINES_HABIT,flu_vaccinated_2023_2024,B_FLU,logit,Compressed ABM backbone for flu uptake (engines) + explicit inertia/state-dependence,institutional_trust_avg,trust_engine,Institutional trust,predictor
choice,B_FLU_vaccinated_2023_2024_ENGINES_HABIT,flu_vaccinated_2023_2024,B_FLU,logit,Compressed ABM backbone for flu uptake (engines) + explicit inertia/state-dependence,fivec_pro_vax_idx,disposition_engine,Disposition (5C),predictor
choice,B_FLU_vaccinated_2023_2024_ENGINES_HABIT,flu_vaccinated_2023_2024,B_FLU,logit,Compressed ABM backbone for flu uptake (engines) + explicit inertia/state-dependence,flu_disease_fear,stakes_engine,Stakes,predictor
choice,B_FLU_vaccinated_2023_2024_ENGINES_HABIT,flu_vaccinated_2023_2024,B_FLU,logit,Compressed ABM backbone for flu uptake (engines) + explicit inertia/state-dependence,social_norms_vax_avg,norms_engine,Norms,predictor
choice,B_FLU_vaccinated_2023_2024_ENGINES_HABIT,flu_vaccinated_2023_2024,B_FLU,logit,Compressed ABM backbone for flu uptake (engines) + explicit inertia/state-dependence,M_religion_missing,missingness,Missingness,missingness_indicator
choice,B_FLU_vaccinated_2023_2024_ENGINES_HABIT,flu_vaccinated_2023_2024,B_FLU,logit,Compressed ABM backbone for flu uptake (engines) + explicit inertia/state-dependence,flu_vaccinated_2020_2021_missing,missingness,Missingness,missingness_indicator
choice,B_FLU_vaccinated_2023_2024_ENGINES_HABIT,flu_vaccinated_2023_2024,B_FLU,logit,Compressed ABM backbone for flu uptake (engines) + explicit inertia/state-dependence,flu_vaccinated_2021_2022_missing,missingness,Missingness,missingness_indicator
choice,B_FLU_vaccinated_2023_2024_ENGINES_HABIT,flu_vaccinated_2023_2024,B_FLU,logit,Compressed ABM backbone for flu uptake (engines) + explicit inertia/state-dependence,flu_vaccinated_2022_2023_missing,missingness,Missingness,missingness_indicator
choice,B_FLU_vaccinated_2023_2024_ENGINES_HABIT,flu_vaccinated_2023_2024,B_FLU,logit,Compressed ABM backbone for flu uptake (engines) + explicit inertia/state-dependence,flu_vaccinated_pre_pandemic_missing,missingness,Missingness,missingness_indicator
choice,B_FLU_vaccinated_2023_2024_ENGINES_HABIT,flu_vaccinated_2023_2024,B_FLU,logit,Compressed ABM backbone for flu uptake (engines) + explicit inertia/state-dependence,income_ppp_norm_missing,missingness,Missingness,missingness_indicator
choice,B_FLU_vaccinated_2023_2024_ENGINES_HABIT,flu_vaccinated_2023_2024,B_FLU,logit,Compressed ABM backbone for flu uptake (engines) + explicit inertia/state-dependence,minority_missing,missingness,Missingness,missingness_indicator
choice,B_FLU_vaccinated_2023_2024_ENGINES_HABIT,flu_vaccinated_2023_2024,B_FLU,logit,Compressed ABM backbone for flu uptake (engines) + explicit inertia/state-dependence,social_norms_vax_avg_missing,missingness,Missingness,missingness_indicator
choice,B_FLU_vaccinated_2023_2024_ENGINES_HABIT,flu_vaccinated_2023_2024,B_FLU,logit,Compressed ABM backbone for flu uptake (engines) + explicit inertia/state-dependence,country,controls_country,Country context (fixed effect),fixed_effect
state,P_5C_fivec_low_constraints_rev_REF,fivec_low_constraints,P_5C,linear,fivec_low_constraints component (ref: reduced blocks; LOBO-guided),age,controls_demography_SES,Controls,predictor
state,P_5C_fivec_low_constraints_rev_REF,fivec_low_constraints,P_5C,linear,fivec_low_constraints component (ref: reduced blocks; LOBO-guided),income_ppp_norm,controls_demography_SES,Controls,predictor
state,P_5C_fivec_low_constraints_rev_REF,fivec_low_constraints,P_5C,linear,fivec_low_constraints component (ref: reduced blocks; LOBO-guided),minority,controls_demography_SES,Controls,predictor
state,P_5C_fivec_low_constraints_rev_REF,fivec_low_constraints,P_5C,linear,fivec_low_constraints component (ref: reduced blocks; LOBO-guided),M_religion,controls_demography_SES,Controls,predictor
state,P_5C_fivec_low_constraints_rev_REF,fivec_low_constraints,P_5C,linear,fivec_low_constraints component (ref: reduced blocks; LOBO-guided),trust_gp_vax_info,trust_engine,Institutional trust,predictor
state,P_5C_fivec_low_constraints_rev_REF,fivec_low_constraints,P_5C,linear,fivec_low_constraints component (ref: reduced blocks; LOBO-guided),trust_local_health_authorities_vax_info,trust_engine,Institutional trust,predictor
state,P_5C_fivec_low_constraints_rev_REF,fivec_low_constraints,P_5C,linear,fivec_low_constraints component (ref: reduced blocks; LOBO-guided),trust_national_gov_vax_info,trust_engine,Institutional trust,predictor
state,P_5C_fivec_low_constraints_rev_REF,fivec_low_constraints,P_5C,linear,fivec_low_constraints component (ref: reduced blocks; LOBO-guided),trust_social,information_environment_engine,Information environment,predictor
state,P_5C_fivec_low_constraints_rev_REF,fivec_low_constraints,P_5C,linear,fivec_low_constraints component (ref: reduced blocks; LOBO-guided),trust_traditional,information_environment_engine,Information environment,predictor
state,P_5C_fivec_low_constraints_rev_REF,fivec_low_constraints,P_5C,linear,fivec_low_constraints component (ref: reduced blocks; LOBO-guided),duration_socialmedia,information_environment_engine,Information environment,predictor
state,P_5C_fivec_low_constraints_rev_REF,fivec_low_constraints,P_5C,linear,fivec_low_constraints component (ref: reduced blocks; LOBO-guided),duration_infomedia,information_environment_engine,Information environment,predictor
state,P_5C_fivec_low_constraints_rev_REF,fivec_low_constraints,P_5C,linear,fivec_low_constraints component (ref: reduced blocks; LOBO-guided),booking,accessibility_engine,Accessibility,predictor
state,P_5C_fivec_low_constraints_rev_REF,fivec_low_constraints,P_5C,linear,fivec_low_constraints component (ref: reduced blocks; LOBO-guided),vax_hub,accessibility_engine,Accessibility,predictor
state,P_5C_fivec_low_constraints_rev_REF,fivec_low_constraints,P_5C,linear,fivec_low_constraints component (ref: reduced blocks; LOBO-guided),impediment,accessibility_engine,Accessibility,predictor
state,P_5C_fivec_low_constraints_rev_REF,fivec_low_constraints,P_5C,linear,fivec_low_constraints component (ref: reduced blocks; LOBO-guided),social_norms_vax_avg,norms_engine,Norms,predictor
state,P_5C_fivec_low_constraints_rev_REF,fivec_low_constraints,P_5C,linear,fivec_low_constraints component (ref: reduced blocks; LOBO-guided),moral_progressive_orientation,moral_engine,Moral,predictor
state,P_5C_fivec_low_constraints_rev_REF,fivec_low_constraints,P_5C,linear,fivec_low_constraints component (ref: reduced blocks; LOBO-guided),mfq_agreement_binding_idx,moral_engine,Moral,predictor
state,P_5C_fivec_low_constraints_rev_REF,fivec_low_constraints,P_5C,linear,fivec_low_constraints component (ref: reduced blocks; LOBO-guided),mfq_relevance_binding_idx,moral_engine,Moral,predictor
state,P_5C_fivec_low_constraints_rev_REF,fivec_low_constraints,P_5C,linear,fivec_low_constraints component (ref: reduced blocks; LOBO-guided),country,controls_country,Country context (fixed effect),fixed_effect
state,P_TRUST_institutional_trust_REF,institutional_trust_avg,P_TRUST,linear,Drivers of institutional trust (ref: reduced blocks),income_ppp_norm,controls_demography_SES,Controls,predictor
state,P_TRUST_institutional_trust_REF,institutional_trust_avg,P_TRUST,linear,Drivers of institutional trust (ref: reduced blocks),sex_female,controls_demography_SES,Controls,predictor
state,P_TRUST_institutional_trust_REF,institutional_trust_avg,P_TRUST,linear,Drivers of institutional trust (ref: reduced blocks),M_education,controls_demography_SES,Controls,predictor
state,P_TRUST_institutional_trust_REF,institutional_trust_avg,P_TRUST,linear,Drivers of institutional trust (ref: reduced blocks),side_effects_other,health_history_engine,Health history,predictor
state,P_TRUST_institutional_trust_REF,institutional_trust_avg,P_TRUST,linear,Drivers of institutional trust (ref: reduced blocks),health_poor,health_history_engine,Health history,predictor
state,P_TRUST_institutional_trust_REF,institutional_trust_avg,P_TRUST,linear,Drivers of institutional trust (ref: reduced blocks),exper_illness,health_history_engine,Health history,predictor
state,P_TRUST_institutional_trust_REF,institutional_trust_avg,P_TRUST,linear,Drivers of institutional trust (ref: reduced blocks),politics,ideology_engine,Ideology,predictor
state,P_TRUST_institutional_trust_REF,institutional_trust_avg,P_TRUST,linear,Drivers of institutional trust (ref: reduced blocks),social_norms_vax_avg,norms_engine,Norms,predictor
state,P_TRUST_institutional_trust_REF,institutional_trust_avg,P_TRUST,linear,Drivers of institutional trust (ref: reduced blocks),moral_progressive_orientation,moral_engine,Moral,predictor
state,P_TRUST_institutional_trust_REF,institutional_trust_avg,P_TRUST,linear,Drivers of institutional trust (ref: reduced blocks),trust_traditional,information_environment_engine,Information environment,predictor
state,P_TRUST_institutional_trust_REF,institutional_trust_avg,P_TRUST,linear,Drivers of institutional trust (ref: reduced blocks),trust_onlineinfo,information_environment_engine,Information environment,predictor
state,P_TRUST_institutional_trust_REF,institutional_trust_avg,P_TRUST,linear,Drivers of institutional trust (ref: reduced blocks),country,controls_country,Country context (fixed effect),fixed_effect
state,P_TRUST_group_trust_vax_REF,group_trust_vax,P_TRUST,linear,Trust in vaccine info from social contacts (ref: reduced blocks),trust_gp_vax_info,trust_engine,Institutional trust,predictor
state,P_TRUST_group_trust_vax_REF,group_trust_vax,P_TRUST,linear,Trust in vaccine info from social contacts (ref: reduced blocks),trust_local_health_authorities_vax_info,trust_engine,Institutional trust,predictor
state,P_TRUST_group_trust_vax_REF,group_trust_vax,P_TRUST,linear,Trust in vaccine info from social contacts (ref: reduced blocks),trust_national_gov_vax_info,trust_engine,Institutional trust,predictor
state,P_TRUST_group_trust_vax_REF,group_trust_vax,P_TRUST,linear,Trust in vaccine info from social contacts (ref: reduced blocks),moral_progressive_orientation,moral_engine,Moral,predictor
state,P_TRUST_group_trust_vax_REF,group_trust_vax,P_TRUST,linear,Trust in vaccine info from social contacts (ref: reduced blocks),mfq_agreement_binding_idx,moral_engine,Moral,predictor
state,P_TRUST_group_trust_vax_REF,group_trust_vax,P_TRUST,linear,Trust in vaccine info from social contacts (ref: reduced blocks),mfq_relevance_binding_idx,moral_engine,Moral,predictor
state,P_TRUST_group_trust_vax_REF,group_trust_vax,P_TRUST,linear,Trust in vaccine info from social contacts (ref: reduced blocks),vax_convo_freq_cohabitants,social_interaction_engine,Social interaction,predictor
state,P_TRUST_group_trust_vax_REF,group_trust_vax,P_TRUST,linear,Trust in vaccine info from social contacts (ref: reduced blocks),trust_social,information_environment_engine,Information environment,predictor
state,P_TRUST_group_trust_vax_REF,group_trust_vax,P_TRUST,linear,Trust in vaccine info from social contacts (ref: reduced blocks),trust_traditional,information_environment_engine,Information environment,predictor
state,P_TRUST_group_trust_vax_REF,group_trust_vax,P_TRUST,linear,Trust in vaccine info from social contacts (ref: reduced blocks),trust_onlineinfo,information_environment_engine,Information environment,predictor
state,P_TRUST_group_trust_vax_REF,group_trust_vax,P_TRUST,linear,Trust in vaccine info from social contacts (ref: reduced blocks),country,controls_country,Country context (fixed effect),fixed_effect
state,P_LEGIT_covax_legitimacy_REF,covax_legitimacy_scepticism_idx,P_LEGIT,linear,Determinants of legitimacy / scepticism engine (ref: trust-only reduced blocks),trust_gp_vax_info,trust_engine,Institutional trust,predictor
state,P_LEGIT_covax_legitimacy_REF,covax_legitimacy_scepticism_idx,P_LEGIT,linear,Determinants of legitimacy / scepticism engine (ref: trust-only reduced blocks),trust_who_vax_info,trust_engine,Institutional trust,predictor
state,P_LEGIT_covax_legitimacy_REF,covax_legitimacy_scepticism_idx,P_LEGIT,linear,Determinants of legitimacy / scepticism engine (ref: trust-only reduced blocks),trust_national_gov_vax_info,trust_engine,Institutional trust,predictor
state,P_LEGIT_covax_legitimacy_REF,covax_legitimacy_scepticism_idx,P_LEGIT,linear,Determinants of legitimacy / scepticism engine (ref: trust-only reduced blocks),politics,ideology_engine,Ideology,predictor
state,P_LEGIT_covax_legitimacy_REF,covax_legitimacy_scepticism_idx,P_LEGIT,linear,Determinants of legitimacy / scepticism engine (ref: trust-only reduced blocks),country,controls_country,Country context (fixed effect),fixed_effect
state,P_RISK_vaccine_risk_REF,vaccine_risk_avg,P_RISK,linear,Perceived vaccine risk (ref: reduced blocks),fivec_confidence,disposition_engine,Disposition (5C),predictor
state,P_RISK_vaccine_risk_REF,vaccine_risk_avg,P_RISK,linear,Perceived vaccine risk (ref: reduced blocks),fivec_low_complacency,disposition_engine,Disposition (5C),predictor
state,P_RISK_vaccine_risk_REF,vaccine_risk_avg,P_RISK,linear,Perceived vaccine risk (ref: reduced blocks),fivec_collective_responsibility,disposition_engine,Disposition (5C),predictor
state,P_RISK_vaccine_risk_REF,vaccine_risk_avg,P_RISK,linear,Perceived vaccine risk (ref: reduced blocks),side_effects,health_history_engine,Health history,predictor
state,P_RISK_vaccine_risk_REF,vaccine_risk_avg,P_RISK,linear,Perceived vaccine risk (ref: reduced blocks),side_effects_other,health_history_engine,Health history,predictor
state,P_RISK_vaccine_risk_REF,vaccine_risk_avg,P_RISK,linear,Perceived vaccine risk (ref: reduced blocks),health_poor,health_history_engine,Health history,predictor
state,P_RISK_vaccine_risk_REF,vaccine_risk_avg,P_RISK,linear,Perceived vaccine risk (ref: reduced blocks),exper_illness,health_history_engine,Health history,predictor
state,P_RISK_vaccine_risk_REF,vaccine_risk_avg,P_RISK,linear,Perceived vaccine risk (ref: reduced blocks),covid_num,health_history_engine,Health history,predictor
state,P_RISK_vaccine_risk_REF,vaccine_risk_avg,P_RISK,linear,Perceived vaccine risk (ref: reduced blocks),trust_social,information_environment_engine,Information environment,predictor
state,P_RISK_vaccine_risk_REF,vaccine_risk_avg,P_RISK,linear,Perceived vaccine risk (ref: reduced blocks),country,controls_country,Country context (fixed effect),fixed_effect
state,P_NORMS_social_norms_vax_avg_REF,social_norms_vax_avg,P_NORMS,linear,Perceived vaccination social norms (avg) (ref: reduced blocks),age,controls_demography_SES,Controls,predictor
state,P_NORMS_social_norms_vax_avg_REF,social_norms_vax_avg,P_NORMS,linear,Perceived vaccination social norms (avg) (ref: reduced blocks),M_education,controls_demography_SES,Controls,predictor
state,P_NORMS_social_norms_vax_avg_REF,social_norms_vax_avg,P_NORMS,linear,Perceived vaccination social norms (avg) (ref: reduced blocks),M_religion,controls_demography_SES,Controls,predictor
state,P_NORMS_social_norms_vax_avg_REF,social_norms_vax_avg,P_NORMS,linear,Perceived vaccination social norms (avg) (ref: reduced blocks),moral_progressive_orientation,moral_engine,Moral,predictor
state,P_NORMS_social_norms_vax_avg_REF,social_norms_vax_avg,P_NORMS,linear,Perceived vaccination social norms (avg) (ref: reduced blocks),mfq_agreement_binding_idx,moral_engine,Moral,predictor
state,P_NORMS_social_norms_vax_avg_REF,social_norms_vax_avg,P_NORMS,linear,Perceived vaccination social norms (avg) (ref: reduced blocks),mfq_relevance_binding_idx,moral_engine,Moral,predictor
state,P_NORMS_social_norms_vax_avg_REF,social_norms_vax_avg,P_NORMS,linear,Perceived vaccination social norms (avg) (ref: reduced blocks),trust_traditional,information_environment_engine,Information environment,predictor
state,P_NORMS_social_norms_vax_avg_REF,social_norms_vax_avg,P_NORMS,linear,Perceived vaccination social norms (avg) (ref: reduced blocks),trust_onlineinfo,information_environment_engine,Information environment,predictor
state,P_NORMS_social_norms_vax_avg_REF,social_norms_vax_avg,P_NORMS,linear,Perceived vaccination social norms (avg) (ref: reduced blocks),trust_social,information_environment_engine,Information environment,predictor
state,P_NORMS_social_norms_vax_avg_REF,social_norms_vax_avg,P_NORMS,linear,Perceived vaccination social norms (avg) (ref: reduced blocks),vax_convo_freq_cohabitants,social_interaction_engine,Social interaction,predictor
state,P_NORMS_social_norms_vax_avg_REF,social_norms_vax_avg,P_NORMS,linear,Perceived vaccination social norms (avg) (ref: reduced blocks),country,controls_country,Country context (fixed effect),fixed_effect
state,P_STAKES_covid_perceived_danger_T12_REF,covid_perceived_danger_T12,P_STAKES,ordinal,Infection stakes: perceived COVID danger T12 (ref: reduced blocks),age,controls_demography_SES,Controls,predictor
state,P_STAKES_covid_perceived_danger_T12_REF,covid_perceived_danger_T12,P_STAKES,ordinal,Infection stakes: perceived COVID danger T12 (ref: reduced blocks),M_education,controls_demography_SES,Controls,predictor
state,P_STAKES_covid_perceived_danger_T12_REF,covid_perceived_danger_T12,P_STAKES,ordinal,Infection stakes: perceived COVID danger T12 (ref: reduced blocks),health_poor,health_history_engine,Health history,predictor
state,P_STAKES_covid_perceived_danger_T12_REF,covid_perceived_danger_T12,P_STAKES,ordinal,Infection stakes: perceived COVID danger T12 (ref: reduced blocks),exper_illness,health_history_engine,Health history,predictor
state,P_STAKES_covid_perceived_danger_T12_REF,covid_perceived_danger_T12,P_STAKES,ordinal,Infection stakes: perceived COVID danger T12 (ref: reduced blocks),side_effects,health_history_engine,Health history,predictor
state,P_STAKES_covid_perceived_danger_T12_REF,covid_perceived_danger_T12,P_STAKES,ordinal,Infection stakes: perceived COVID danger T12 (ref: reduced blocks),covid_num,health_history_engine,Health history,predictor
state,P_STAKES_covid_perceived_danger_T12_REF,covid_perceived_danger_T12,P_STAKES,ordinal,Infection stakes: perceived COVID danger T12 (ref: reduced blocks),politics,ideology_engine,Ideology,predictor
state,P_STAKES_covid_perceived_danger_T12_REF,covid_perceived_danger_T12,P_STAKES,ordinal,Infection stakes: perceived COVID danger T12 (ref: reduced blocks),trust_national_gov_vax_info,trust_engine,Institutional trust,predictor
state,P_STAKES_covid_perceived_danger_T12_REF,covid_perceived_danger_T12,P_STAKES,ordinal,Infection stakes: perceived COVID danger T12 (ref: reduced blocks),country,controls_country,Country context (fixed effect),fixed_effect
